API WELL NUMBER,Nearest_SWIW_km
34005231470000,"85    241.488591
Name: geometry, dtype: float64"
34005231510000,"85    242.310749
Name: geometry, dtype: float64"
34005231520000,"85    242.06897
Name: geometry, dtype: float64"
34005231550000,"85    240.802674
Name: geometry, dtype: float64"
34005231630000,"85    241.193373
Name: geometry, dtype: float64"
34005231670000,"85    247.318367
Name: geometry, dtype: float64"
34005231720000,"85    241.872155
Name: geometry, dtype: float64"
34005231730000,"85    243.088174
Name: geometry, dtype: float64"
34005231770000,"85    238.061486
Name: geometry, dtype: float64"
34005231780000,"85    243.535947
Name: geometry, dtype: float64"
34005231790000,"85    243.571555
Name: geometry, dtype: float64"
34005231930000,"85    242.830373
Name: geometry, dtype: float64"
34005231980000,"85    242.715804
Name: geometry, dtype: float64"
34005232010000,"85    246.25539
Name: geometry, dtype: float64"
34005232110000,"85    242.596546
Name: geometry, dtype: float64"
34005232220000,"85    242.546179
Name: geometry, dtype: float64"
34005232480000,"85    252.2441
Name: geometry, dtype: float64"
34005232550000,"85    249.054014
Name: geometry, dtype: float64"
34005232600000,"85    237.512289
Name: geometry, dtype: float64"
34005232630000,"85    248.994375
Name: geometry, dtype: float64"
34005233000000,"85    245.179003
Name: geometry, dtype: float64"
34005233010000,"85    245.097343
Name: geometry, dtype: float64"
34005233080000,"85    246.723741
Name: geometry, dtype: float64"
34005233090000,"85    246.785122
Name: geometry, dtype: float64"
34005233100000,"85    246.8288
Name: geometry, dtype: float64"
34005233110000,"85    246.871601
Name: geometry, dtype: float64"
34005233120000,"85    246.935276
Name: geometry, dtype: float64"
34005240480000,"85    224.43502
Name: geometry, dtype: float64"
34005240510000,"85    223.628714
Name: geometry, dtype: float64"
34005240750000,"85    223.813088
Name: geometry, dtype: float64"
34005241870000,"85    238.862068
Name: geometry, dtype: float64"
34005242130000,"85    227.167924
Name: geometry, dtype: float64"
34005600070000,"85    228.30893
Name: geometry, dtype: float64"
34005600090000,"85    227.658274
Name: geometry, dtype: float64"
34005600150000,"85    226.87081
Name: geometry, dtype: float64"
34005600200000,"85    229.102645
Name: geometry, dtype: float64"
34005600210000,"85    228.988164
Name: geometry, dtype: float64"
34005600220000,"85    230.731594
Name: geometry, dtype: float64"
34005600230000,"85    231.301475
Name: geometry, dtype: float64"
34005600250000,"85    232.402884
Name: geometry, dtype: float64"
34005600270000,"85    233.42126
Name: geometry, dtype: float64"
34005600280000,"85    232.82103
Name: geometry, dtype: float64"
34005600300000,"85    233.838256
Name: geometry, dtype: float64"
34005600310000,"85    234.809667
Name: geometry, dtype: float64"
34005600320000,"85    227.121528
Name: geometry, dtype: float64"
34005600330000,"85    228.148604
Name: geometry, dtype: float64"
34005600340000,"85    228.697506
Name: geometry, dtype: float64"
34005600360000,"85    229.688908
Name: geometry, dtype: float64"
34005600370000,"85    231.278339
Name: geometry, dtype: float64"
34005600380000,"85    231.383916
Name: geometry, dtype: float64"
34005600390000,"85    231.823569
Name: geometry, dtype: float64"
34005600400000,"85    232.300958
Name: geometry, dtype: float64"
34005600410000,"85    233.108465
Name: geometry, dtype: float64"
34005600420000,"85    234.808892
Name: geometry, dtype: float64"
34005600430000,"85    227.230946
Name: geometry, dtype: float64"
34005600440000,"85    227.480969
Name: geometry, dtype: float64"
34005600450000,"85    229.322951
Name: geometry, dtype: float64"
34005600460000,"85    229.143629
Name: geometry, dtype: float64"
34005600470000,"85    229.758801
Name: geometry, dtype: float64"
34005600480000,"85    229.742333
Name: geometry, dtype: float64"
34005600490000,"85    230.87717
Name: geometry, dtype: float64"
34005600500000,"85    231.995117
Name: geometry, dtype: float64"
34005600510000,"85    231.969582
Name: geometry, dtype: float64"
34005600520000,"85    232.463664
Name: geometry, dtype: float64"
34005600550000,"85    232.937406
Name: geometry, dtype: float64"
34005600560000,"85    233.409224
Name: geometry, dtype: float64"
34005600580000,"85    234.664138
Name: geometry, dtype: float64"
34005600610000,"85    226.764054
Name: geometry, dtype: float64"
34005600640000,"85    226.020882
Name: geometry, dtype: float64"
34005600650000,"85    226.268447
Name: geometry, dtype: float64"
34005600660000,"85    230.05232
Name: geometry, dtype: float64"
34005600670000,"85    230.501912
Name: geometry, dtype: float64"
34005600680000,"85    231.130822
Name: geometry, dtype: float64"
34005600690000,"85    231.690334
Name: geometry, dtype: float64"
34005600710000,"85    232.403592
Name: geometry, dtype: float64"
34005600720000,"85    233.330063
Name: geometry, dtype: float64"
34005600740000,"85    233.996238
Name: geometry, dtype: float64"
34005600750000,"85    234.782682
Name: geometry, dtype: float64"
34005600790000,"85    234.600646
Name: geometry, dtype: float64"
34005600800000,"85    235.148566
Name: geometry, dtype: float64"
34005600820000,"85    236.291155
Name: geometry, dtype: float64"
34005600830000,"85    236.57673
Name: geometry, dtype: float64"
34005600840000,"85    236.182344
Name: geometry, dtype: float64"
34005600850000,"85    237.420829
Name: geometry, dtype: float64"
34005600880000,"85    233.812933
Name: geometry, dtype: float64"
34005600900000,"85    234.777443
Name: geometry, dtype: float64"
34005600920000,"85    235.816735
Name: geometry, dtype: float64"
34005600930000,"85    235.933984
Name: geometry, dtype: float64"
34005600940000,"85    235.673621
Name: geometry, dtype: float64"
34005600950000,"85    234.762299
Name: geometry, dtype: float64"
34005600960000,"85    236.379743
Name: geometry, dtype: float64"
34005600970000,"85    237.531483
Name: geometry, dtype: float64"
34005601030000,"85    227.968213
Name: geometry, dtype: float64"
34005601120000,"85    234.446631
Name: geometry, dtype: float64"
34005601160000,"85    233.413829
Name: geometry, dtype: float64"
34005601180000,"85    232.368873
Name: geometry, dtype: float64"
34005224000000,"85    248.313591
Name: geometry, dtype: float64"
34005224330000,"85    231.302046
Name: geometry, dtype: float64"
34005225710000,"85    230.899058
Name: geometry, dtype: float64"
34005231830000,"85    245.656392
Name: geometry, dtype: float64"
34005231850000,"85    242.457906
Name: geometry, dtype: float64"
34005232030000,"85    245.304745
Name: geometry, dtype: float64"
34005232050000,"85    242.454472
Name: geometry, dtype: float64"
34005232140000,"85    246.17368
Name: geometry, dtype: float64"
34005232240000,"85    242.416078
Name: geometry, dtype: float64"
34005232250000,"85    244.226072
Name: geometry, dtype: float64"
34005232620000,"85    245.795868
Name: geometry, dtype: float64"
34005232650000,"85    245.682071
Name: geometry, dtype: float64"
34005233200000,"85    246.286779
Name: geometry, dtype: float64"
34005233570000,"85    245.537993
Name: geometry, dtype: float64"
34005233640000,"85    239.723117
Name: geometry, dtype: float64"
34005233720000,"85    245.750276
Name: geometry, dtype: float64"
34005233730000,"85    245.670575
Name: geometry, dtype: float64"
34005233760000,"85    241.888927
Name: geometry, dtype: float64"
34005233790000,"85    246.286789
Name: geometry, dtype: float64"
34005234030000,"85    244.285888
Name: geometry, dtype: float64"
34005234040000,"85    245.227473
Name: geometry, dtype: float64"
34005234470000,"85    245.234892
Name: geometry, dtype: float64"
34005204330000,"85    245.208589
Name: geometry, dtype: float64"
34005204340000,"85    245.382528
Name: geometry, dtype: float64"
34005204350000,"85    245.086461
Name: geometry, dtype: float64"
34005204360000,"85    245.182125
Name: geometry, dtype: float64"
34005204410000,"85    228.820207
Name: geometry, dtype: float64"
34005204430000,"85    227.851614
Name: geometry, dtype: float64"
34005204440000,"85    232.10549
Name: geometry, dtype: float64"
34005204470000,"85    245.183438
Name: geometry, dtype: float64"
34005204720000,"85    230.429479
Name: geometry, dtype: float64"
34005205620000,"85    229.000497
Name: geometry, dtype: float64"
34005205630000,"85    229.60006
Name: geometry, dtype: float64"
34005205680000,"85    230.179163
Name: geometry, dtype: float64"
34005205690000,"85    228.09413
Name: geometry, dtype: float64"
34005205750000,"85    228.307414
Name: geometry, dtype: float64"
34005205760000,"85    231.085539
Name: geometry, dtype: float64"
34005208420000,"85    232.084907
Name: geometry, dtype: float64"
34005208460000,"85    226.220647
Name: geometry, dtype: float64"
34005208480000,"85    233.473558
Name: geometry, dtype: float64"
34005208490000,"85    228.098522
Name: geometry, dtype: float64"
34005208500000,"85    233.318035
Name: geometry, dtype: float64"
34005208700000,"85    229.996036
Name: geometry, dtype: float64"
34005208710000,"85    231.654289
Name: geometry, dtype: float64"
34005208730000,"85    230.501867
Name: geometry, dtype: float64"
34005208740000,"85    232.505228
Name: geometry, dtype: float64"
34005208770000,"85    232.146384
Name: geometry, dtype: float64"
34005208780000,"85    229.78562
Name: geometry, dtype: float64"
34005208870000,"85    231.736922
Name: geometry, dtype: float64"
34005208930000,"85    230.99251
Name: geometry, dtype: float64"
34005208940000,"85    246.422141
Name: geometry, dtype: float64"
34005209070000,"85    246.296343
Name: geometry, dtype: float64"
34005209130000,"85    246.381153
Name: geometry, dtype: float64"
34005209280000,"85    231.455503
Name: geometry, dtype: float64"
34005209480000,"85    229.641155
Name: geometry, dtype: float64"
34005210800000,"85    231.821564
Name: geometry, dtype: float64"
34005211200000,"85    244.331294
Name: geometry, dtype: float64"
34005211450000,"85    244.48399
Name: geometry, dtype: float64"
34005212240000,"85    246.502376
Name: geometry, dtype: float64"
34005212670000,"85    239.711745
Name: geometry, dtype: float64"
34005213120000,"85    228.783003
Name: geometry, dtype: float64"
34005213130000,"85    229.676726
Name: geometry, dtype: float64"
34005225850000,"85    226.936833
Name: geometry, dtype: float64"
34005226000000,"85    225.846381
Name: geometry, dtype: float64"
34005226590000,"85    229.520854
Name: geometry, dtype: float64"
34005226610000,"85    226.392307
Name: geometry, dtype: float64"
34005226630000,"85    232.674152
Name: geometry, dtype: float64"
34005226640000,"85    232.916718
Name: geometry, dtype: float64"
34005226650000,"85    231.360496
Name: geometry, dtype: float64"
34005226660000,"85    227.244381
Name: geometry, dtype: float64"
34005226700000,"85    227.239502
Name: geometry, dtype: float64"
34005226710000,"85    230.108658
Name: geometry, dtype: float64"
34005226720000,"85    227.869314
Name: geometry, dtype: float64"
34005226790000,"85    227.323301
Name: geometry, dtype: float64"
34005226830000,"85    232.330774
Name: geometry, dtype: float64"
34005226890000,"85    230.391262
Name: geometry, dtype: float64"
34005226900000,"85    227.539937
Name: geometry, dtype: float64"
34005226990000,"85    226.168694
Name: geometry, dtype: float64"
34005227080000,"85    229.873839
Name: geometry, dtype: float64"
34005227090000,"85    229.986535
Name: geometry, dtype: float64"
34005227110000,"85    228.578193
Name: geometry, dtype: float64"
34005227120000,"85    231.61219
Name: geometry, dtype: float64"
34005227130000,"85    229.647648
Name: geometry, dtype: float64"
34005227140000,"85    228.197015
Name: geometry, dtype: float64"
34005227150000,"85    228.562316
Name: geometry, dtype: float64"
34005227160000,"85    230.424377
Name: geometry, dtype: float64"
34005227180000,"85    231.443464
Name: geometry, dtype: float64"
34005227190000,"85    232.507488
Name: geometry, dtype: float64"
34005227200000,"85    230.222949
Name: geometry, dtype: float64"
34005227290000,"85    231.895386
Name: geometry, dtype: float64"
34005227300000,"85    231.001406
Name: geometry, dtype: float64"
34005227370000,"85    244.655494
Name: geometry, dtype: float64"
34005227410000,"85    232.832857
Name: geometry, dtype: float64"
34005227530000,"85    230.14115
Name: geometry, dtype: float64"
34005227550000,"85    227.618114
Name: geometry, dtype: float64"
34005227570000,"85    226.267417
Name: geometry, dtype: float64"
34005227590000,"85    232.607925
Name: geometry, dtype: float64"
34005227750000,"85    229.522902
Name: geometry, dtype: float64"
34005227760000,"85    231.978682
Name: geometry, dtype: float64"
34005227770000,"85    233.396711
Name: geometry, dtype: float64"
34005227780000,"85    231.324853
Name: geometry, dtype: float64"
34005227790000,"85    227.571293
Name: geometry, dtype: float64"
34005227800000,"85    227.610146
Name: geometry, dtype: float64"
34005227840000,"85    229.364542
Name: geometry, dtype: float64"
34005227850000,"85    226.424885
Name: geometry, dtype: float64"
34005227900000,"85    231.452192
Name: geometry, dtype: float64"
34005227910000,"85    226.905853
Name: geometry, dtype: float64"
34005227920000,"85    226.761962
Name: geometry, dtype: float64"
34005227950000,"85    231.877255
Name: geometry, dtype: float64"
34005227960000,"85    232.167523
Name: geometry, dtype: float64"
34005227990000,"85    231.750465
Name: geometry, dtype: float64"
34005228000000,"85    231.774384
Name: geometry, dtype: float64"
34005228010000,"85    232.12811
Name: geometry, dtype: float64"
34005228020000,"85    229.349819
Name: geometry, dtype: float64"
34005228030000,"85    226.840123
Name: geometry, dtype: float64"
34005228060000,"85    231.083049
Name: geometry, dtype: float64"
34005228070000,"85    229.178339
Name: geometry, dtype: float64"
34005228080000,"85    229.18131
Name: geometry, dtype: float64"
34005228090000,"85    232.384391
Name: geometry, dtype: float64"
34005228100000,"85    230.688498
Name: geometry, dtype: float64"
