API WELL NUMBER,Nearest_Well_km
34005208070000,222.37121065873333
34005208080000,220.22942354918138
34005208090000,221.5294205502543
34005208180000,221.2594538702311
34005208270000,222.0779783725607
34005208400000,220.68891879396986
34005208410000,220.26196873735893
34005219220000,237.71563479318164
34005219230000,228.41458615275963
34005220510000,223.25515510253692
34005220520000,228.06168701224584
34005220550000,222.80462040021715
34005220560000,221.8790642835157
34005220580000,223.45324576217627
34005220660000,232.732337750932
34005220710000,224.45699664758607
34005220780000,225.33344262928318
34005220790000,223.7079031353393
34005220830000,222.1435443870229
34005220870000,232.64613140194075
34005220880000,232.7230094573773
34005220960000,220.70504479489452
34005221140000,232.71087708076632
34005221420000,232.78875461690393
34005221730000,232.80457761700595
34005221740000,254.0396965653443
34005221950000,233.64552448785463
34005221970000,254.12792301791364
34005221990000,227.67130710574196
34005222720000,232.7668045953904
34005207050000,227.5635623448341
34005207080000,239.48453485455585
34005207110000,239.53645077678155
34005207230000,239.58337459515465
34005207270000,241.80960832615915
34005207300000,239.8106541945373
34005207490000,241.86769438274595
34005207520000,240.1016052391338
34005207570000,240.04518368869475
34005207710000,243.02683642855428
34005207940000,240.09486356814523
34005207960000,241.92216333702953
34005208170000,240.14507407817786
34005208210000,239.51901488988705
34005208250000,242.9103184587738
34005208450000,237.82896747225186
34005208470000,239.9641439449082
34005208510000,239.39003364925912
34005208520000,241.9344494984079
34005208610000,242.79622076339007
34005208670000,237.86776965495136
34005208800000,238.74678735173399
34005208890000,238.7727713544596
34005209040000,239.56762572958186
34005209080000,243.55726143306003
34005209090000,243.51156517497864
34005209200000,241.97243161088238
34005209240000,238.8212757542308
34005209270000,242.94704749207733
34005209330000,240.09091932449047
34005209460000,243.29174478808713
34005218640000,244.7110287468462
34005218790000,243.9792504617236
34005218820000,244.77621278849696
34005218900000,241.91217234723382
34005218990000,244.03057311848565
34005219020000,245.20447999469698
34005219090000,245.05662114119218
34005210040000,206.75271556017972
34005210050000,207.243356734109
34005210070000,224.8653767377991
34005210080000,224.062450799737
34005210200000,247.01783731604908
34005210250000,225.4265792955405
34005210310000,247.88918961466865
34005210350000,224.08458347760623
34005210360000,206.33407643429268
34005210430000,248.9971202706201
34005210450000,224.4033109433213
34005210460000,224.50947470696696
34005210470000,225.1834598364133
34005210480000,246.94312274936047
34005210620000,244.45935790556672
34005210680000,247.08119223172756
34005210720000,245.4749901752843
34005203270000,252.07886536427202
34005203390000,244.64027797694473
34005203440000,219.3761385274126
34005203460000,219.81241136074743
34005203710000,224.1141585734195
34005203820000,247.0939002013609
34005204030000,244.362680884978
34005204150000,249.55552710185157
34005204160000,248.74820222933397
34005204170000,248.68389935177092
34005204180000,248.92818066569833
34005204190000,248.61401972902115
34005204250000,248.65866074300723
34005204260000,248.65866074300723
34005201500000,217.5528344759291
34005201520000,217.844208337789
34005202020000,213.11336825669207
34005203700000,212.39766435832033
34005203720000,244.14646160456599
34005203730000,213.34150229994174
34005203750000,217.96699042488552
34005203780000,218.19190252370845
34005203810000,217.92956028128626
34005203830000,216.9980108937475
34005203880000,218.47865817755644
34005203910000,218.80428431060375
34005203920000,217.64374384013243
34005203930000,218.2147164668608
34005203940000,217.2199920875964
34005203960000,217.26715161081148
34005204060000,217.74754944251023
34005204070000,219.0165533416974
34005205170000,218.44572862164645
34005205180000,218.96545146705014
34005205190000,217.5818197651195
34005205200000,216.97837274207959
34005205220000,218.57866295499468
34005205230000,216.76542190651625
34005205240000,217.35846902488427
34005205310000,219.5996932220269
34005205320000,219.23214570711002
34005205820000,237.64623743527056
34005206250000,218.43447871484534
34005206500000,230.16597721550073
34005206760000,223.96300989542794
34005206770000,225.16696546934247
34005219270000,243.67125282830656
34005219280000,244.18475157043176
34005219340000,236.9899117677708
34005219390000,243.78503516002456
34005219520000,245.22867971264728
34005219530000,244.1377477871734
34005219650000,244.0924591073421
34005219740000,240.86818561509352
34005219780000,237.12382073870415
34005219810000,244.799228679494
34005219890000,245.17258666493885
34005219940000,239.44097473490956
34005219950000,242.31464348793165
34005220060000,243.8565113113428
34005220210000,241.96331875799254
34005220230000,245.0343556042973
34005220250000,242.00454122369553
34005220260000,243.82283608022917
34005220300000,243.92766552425738
34005220320000,245.19616099049213
34005220460000,239.49138871314602
34005220530000,243.96002890205085
34005220540000,245.11853269049337
34005220570000,243.9913012292024
34005200190000,239.53289814115206
34005200230000,239.54640034550297
34005200540000,234.9953179979206
34005201460000,234.3032593419999
34005201710000,238.54811641736813
34005202380000,239.46327330009223
34005202390000,237.41903770628784
34005202480000,238.99723219067758
34005202630000,238.34730372823526
34005202790000,239.6790660714098
34005202910000,239.38800174132572
34005204270000,248.65866074300723
34005204300000,245.54034562257849
34005204310000,244.8052818682678
34005204320000,244.5851054016462
34005204450000,222.44268726443585
34005204460000,222.96960352472334
34005204840000,248.9933469275631
34005205040000,248.32777318673553
34005205050000,244.0939939277568
34005205060000,244.64529802748393
34005205210000,216.594808313652
34005205430000,244.63212861701882
34005205440000,223.78296353050365
34005205470000,248.99488763415587
34005205570000,249.39624992851597
34005205870000,249.05095963177948
34005205880000,227.74067460463203
34005205960000,224.39043763519868
34005206060000,244.36085851416982
34005206080000,247.49576092463758
34005206090000,226.16846092827578
34005206120000,224.5968527507446
34005206370000,224.61165510861787
34005206380000,224.05083641332914
34005206450000,244.2101074938602
34005206540000,248.1502311869692
34005206570000,247.04781913424614
34005206750000,224.564176138218
34005206930000,249.08559650822033
34005206990000,223.25925468410668
34005207000000,224.07030909979918
34005207010000,223.7830220931537
34005218580000,222.623739711302
34005218610000,221.06571476685485
34005218630000,244.76994034040973
34005218650000,224.3268492823155
34005218800000,224.35089101041356
34005202920000,240.22416308610403
34005203050000,239.11225264790946
34005203210000,238.44806525875484
34005204110000,238.09969898734204
34005204120000,238.1427880179827
34005204550000,237.88336082474618
34005204560000,237.595022225562
34005204570000,237.97656189117754
34005204770000,238.30008722513438
34005204780000,238.50125333740698
34005204980000,239.91416266826093
34005205090000,239.05418558633497
34005205280000,238.01163162954268
34005205390000,243.3738121087871
34005220620000,243.42590866204958
34005229660000,241.93637313058645
34005230000000,243.93764088481316
34005230010000,243.90269494878643
34005230080000,243.5760711086691
34005230110000,243.7548399713621
34005230180000,244.65192945223774
34005230190000,244.1857267993316
34005230210000,244.2873742467687
34005230230000,244.9102274066838
34005230240000,244.77601859928944
34005230250000,244.84188749164096
34005230260000,244.93661943323522
34005230280000,244.97942622303881
34005230290000,244.90238953951913
34005230320000,245.09025279372193
34005230330000,245.18447946370728
34005230350000,243.98227956959727
34005230360000,244.25170141065308
34005218810000,224.2724281254947
34005218830000,245.34411755884128
34005218930000,221.6068970131874
34005218960000,223.46445278374958
34005219050000,220.65371948472665
34005219080000,246.13126726744943
34005219120000,227.54327735379837
34005220120000,221.41515171772994
34005220130000,246.3784396243263
34005220220000,222.4601792845651
34005220330000,246.2673613132369
34005220430000,208.53004440897968
34005220500000,208.05520401616943
34005220670000,246.61623895066185
34005220700000,228.46393189039176
34005220900000,228.30135045246388
34005221080000,227.7223563711877
34005221150000,228.55046309895053
34005221190000,225.36400202441817
34005221800000,244.4429878914633
34005221870000,227.30125662452292
34005221880000,245.21633234335437
34005221910000,227.2541462173622
34005222060000,245.06333326642718
34005222600000,237.0179643914079
34005222650000,245.5614362028064
34005222690000,245.30616384063933
34005222780000,245.29793946740804
34005231040000,247.83174585950783
34005231110000,220.8921736604868
34005231120000,247.8887091012104
34005231150000,223.50811824375336
34005231170000,246.2272417018451
34005231210000,222.60791295769948
34005231230000,223.7707568346052
34005231300000,224.40766411042662
34005231360000,222.7476432795604
34005231430000,224.83069492935275
34005231440000,221.3427930006086
34005231460000,224.10379697875882
34005231470000,224.55679036220621
34005231510000,222.56015165786897
34005231520000,225.35416597624084
34005231550000,222.0312029424053
34005231630000,243.53598073726585
34005231670000,246.29459129441162
34005231720000,221.83096260615366
34005231730000,223.46211470472687
34005231770000,244.48877810607442
34005231780000,223.499120276938
34005231790000,223.56240855500332
34005231930000,222.27179135828004
34005231980000,222.18066952420136
34005232010000,244.97532101935082
34005232110000,222.07309512457053
34005232220000,221.98801077300797
34005232480000,254.50672731822922
34005232550000,249.28137075635806
34005232600000,210.60050181831147
34005232630000,249.20765955659294
34005233000000,228.23516145682262
34005233010000,228.17919218300796
34005233080000,246.09789303657618
34005233090000,246.18538996968354
34005233100000,246.18083306744577
34005233110000,246.16524177101047
34005233120000,246.1689465428008
34005240480000,242.32757598754665
34005240510000,240.99772059747292
34005240750000,240.0911529286357
34005241870000,238.18134666112343
34005242130000,217.86876004885738
34005600070000,240.67432962962891
34005600090000,240.36223273221694
34005600150000,239.81532748793802
34005600200000,214.3264824055341
34005600210000,213.91118905329245
34005600220000,215.17601950492602
34005600230000,215.40453607653313
34005600250000,216.10510222786493
34005600270000,216.5980266928644
34005600280000,216.2223784002939
34005600300000,216.7906783678043
34005600310000,217.40698076238934
34005600320000,213.73198582034163
34005600330000,214.69314578212078
34005600340000,215.3149768287735
34005600360000,215.2275719072214
34005600370000,215.66235935637076
34005600380000,215.94387390709272
34005600390000,216.05316727973454
34005600400000,216.2863756546136
34005600410000,216.64391012153095
34005600420000,217.63574038621786
34005600430000,214.7957569858015
34005600440000,214.9788492024387
34005600450000,216.56218673576183
34005600460000,216.66374798340559
34005600470000,217.25946675696844
34005600480000,216.9474846484067
34005600490000,217.92914289177864
34005600500000,217.73113164977457
34005600510000,217.9573696692272
34005600520000,217.9648291224593
34005600550000,218.35160935779044
34005600560000,218.30290385680073
34005600580000,219.83881309441267
34005600610000,215.98297312402315
34005600640000,215.74734398482113
34005600650000,216.04671026772291
34005600660000,217.7296827027639
34005600670000,217.86870184460383
34005600680000,218.69103346403926
34005600690000,219.64154994698094
34005600710000,219.35037220404737
34005600720000,219.56788175090833
34005600740000,220.2601477504372
34005600750000,220.2440794686289
34005600790000,220.81294508992121
34005600800000,221.1856733899321
34005600820000,221.6786076021673
34005600830000,221.95270578654169
34005600840000,221.942478288506
34005600850000,222.67064924987352
34005600880000,221.61939819898996
34005600900000,221.7896150339579
34005600920000,222.22924340928077
34005600930000,222.77279236852053
34005600940000,222.7704862441128
34005600950000,222.22700546931944
34005600960000,223.0199448134974
34005600970000,223.23811704691593
34005601030000,211.54481410560095
34005601120000,217.02533452620426
34005601160000,216.64076496328417
34005601180000,216.27647617244625
34005224000000,234.51571396224986
34005224330000,222.09434100320186
34005225710000,223.8814244031736
34005231830000,232.5807138793838
34005231850000,254.26574961773682
34005232030000,229.6948765030105
34005232050000,251.52806479675579
34005232140000,232.0297574628975
34005232240000,228.40593334776173
34005232250000,229.71627162598008
34005232620000,232.66010923338598
34005232650000,232.63608037772138
34005233200000,232.0375561182749
34005233570000,235.41606185226792
34005233640000,230.64518361949538
34005233720000,232.59340347574033
34005233730000,232.54802877661405
34005233760000,232.2030485770281
34005233790000,232.00801109557526
34005234030000,229.7504021400867
34005234040000,230.324053946709
34005234470000,230.38670101813165
34005204330000,229.21945657078004
34005204340000,229.30640688797607
34005204350000,229.1084037204816
34005204360000,229.22314973475824
34005204410000,225.6940818129398
34005204430000,226.2829186365839
34005204440000,227.04240713005498
34005204470000,229.2582802110955
34005204720000,221.6969062972691
34005205620000,220.16657202418475
34005205630000,220.27515760946187
34005205680000,220.8821645767892
34005205690000,219.91733412052326
34005205750000,219.75209007011725
34005205760000,221.23121271786903
34005208420000,221.70075267680107
34005208460000,218.46657929172238
34005208480000,223.93804342449016
34005208490000,219.3406476441032
34005208500000,223.21885395815667
34005208700000,223.006343249982
34005208710000,224.4587147453739
34005208730000,223.69872800221796
34005208740000,224.41881973273854
34005208770000,223.05953143297614
34005208780000,222.1495495870172
34005208870000,224.11126658546615
34005208930000,223.68884197983024
34005208940000,234.1824901186668
34005209070000,234.0527517484031
34005209130000,234.10069094944288
34005209280000,223.74330448592886
34005209480000,221.62987490148524
34005210800000,222.06502360008514
34005211200000,233.87793440208364
34005211450000,234.18380776314493
34005212240000,234.581094821472
34005212670000,248.55742178797772
34005213120000,222.4059013112969
34005213130000,224.4778250849838
34005225850000,221.16493127929942
34005226000000,220.61401018545502
34005226590000,219.91127867418868
34005226610000,220.54724596251899
34005226630000,223.4481662537912
34005226640000,222.54011427194334
34005226650000,221.57838581371266
34005226660000,220.8544142498507
34005226700000,221.09999981971012
34005226710000,226.1389222564099
34005226720000,221.46500648541104
34005226790000,221.73651996050666
34005226830000,224.61879012134298
34005226890000,221.89099013632315
34005226900000,219.27769704380682
34005226990000,218.2045691453925
34005227080000,223.35395478820632
34005227090000,224.4357710833862
34005227110000,225.65773319463176
34005227120000,226.8086084816351
34005227130000,223.04500425115936
34005227140000,223.1164057822289
34005227150000,222.789411478906
34005227160000,225.9779824693483
34005227180000,223.83924219429335
34005227190000,224.5466721499254
34005227200000,221.31870053167594
34005227290000,225.44990862273238
34005227300000,225.41044059615942
34005227370000,254.03881486532214
34005227410000,226.1331252107198
34005227530000,223.2127508379827
34005227550000,222.79549814599983
34005227570000,220.86761283433177
34005227590000,225.1864925277986
34005227750000,221.31271834401483
34005227760000,222.71755793201518
34005227770000,226.48878028050694
34005227780000,225.41268692382863
34005227790000,224.7698893489343
34005227800000,219.56905614440223
34005227840000,224.08886823814652
34005227850000,224.13260204720885
34005227900000,226.51824638492496
34005227910000,221.47750259419777
34005227920000,224.4618216502955
34005227950000,224.39541455535658
34005227960000,224.7229270492478
34005227990000,223.03219888204018
34005228000000,222.79970216886
34005228010000,224.23812463883618
34005228020000,226.20670996996802
34005228030000,220.71394295553384
34005228060000,222.3603236521009
34005228070000,221.37719059658744
34005228080000,221.38497308184247
34005228090000,222.03599150974756
34005228100000,221.1615463544237
34005228110000,218.68128464140526
34005228120000,218.07520946027694
34005228130000,225.06539461237676
34005228140000,225.05201235339672
34005228150000,223.34950649794033
34005228170000,221.88483154153835
34005228190000,219.83635986817666
34005228200000,219.26127103348898
34005228210000,218.7480709252617
34005228220000,220.36446131497848
34005228230000,221.74719579885007
34005228240000,222.09398393726954
34005228250000,225.0260138227653
34005228260000,219.14448216092808
34005228270000,220.5904746651403
34005228280000,220.49585425769533
34005228290000,219.50160333344698
34005240110000,251.7979420371796
34005240120000,227.55237190978008
34005210810000,245.53325299803544
34005210860000,206.67162755811094
34005210880000,244.36351701286864
34005210980000,207.48451506907122
34005211030000,208.30488437757197
34005211040000,207.99359277225497
34005211050000,208.02447925774658
34005211060000,246.95300908175375
34005211090000,247.09397734829082
34005211210000,223.44426875079924
34005211220000,249.7598874022755
34005211250000,208.46394389059688
34005211330000,205.71303660248861
34005211360000,208.59301577785206
34005211380000,244.67559210708114
34005211390000,206.04971970231537
34005211540000,247.4120405964917
34005211710000,208.15658947309478
34005211740000,207.77874455161952
34005211810000,249.68688453712358
34005211910000,246.5180325261024
34005212010000,207.72299480118383
34005212050000,244.79263842629123
34005212090000,246.9125468021727
34005212190000,204.9662511771185
34005212230000,245.1875887617753
34005212370000,249.43102135899122
34005212470000,246.9662423278857
34005212530000,246.8974156785038
34005212780000,244.7307611907158
34005212800000,227.55154226490077
34005212880000,205.20529668646623
34005212950000,244.7943574314058
34005213040000,223.51428280636537
34005213050000,223.20213057453466
34005213250000,223.36695527193297
34005213260000,222.94207796028945
34005213320000,246.59730671336925
34005213400000,245.51775867527925
34005213440000,222.92101782800083
34005213550000,249.86628006411163
34005223070000,222.6745497550811
34005223080000,222.54003991115118
34005223170000,222.62580822683333
34005223200000,222.7500912456667
34005223220000,222.44327814847694
34005223250000,222.626239921642
34005223280000,245.12489178336165
34005223290000,222.35240300668178
34005223320000,222.42130014674217
34005223680000,224.2719488711442
34005223730000,237.32881101789067
34005223750000,243.98832955299386
34005223850000,228.08426317742996
34005224020000,246.29699001198756
34005224260000,209.85743465816043
34005224460000,228.31734673750495
34005224470000,228.32431698810848
34005224570000,223.3841991155338
34005224660000,223.9151122430145
34005224690000,224.285630146323
34005224700000,225.03970488624998
34005224710000,224.2753468726777
34005224720000,224.65335464040754
34005224730000,222.90483383080684
34005224740000,224.27167266424792
34005224750000,222.70328362099016
34005224880000,247.57343002543587
34005225090000,208.33062258199027
34005225160000,245.47160100793624
34005225170000,245.38477260383468
34005225180000,210.1095601204048
34005225310000,245.5742285328743
34005225320000,245.56942530167862
34005225550000,224.70372950864623
34005225570000,224.58362859264113
34005225580000,223.5624118340419
34005225670000,221.85609288190338
34005225720000,220.1527675318416
34005225860000,220.7761059919156
34005225900000,223.88639694218068
34005225910000,247.60903115750116
34005240130000,227.4310910916989
34005240150000,227.62878587302401
34005240160000,227.54717210565028
34005240170000,227.55193332353474
34005240190000,246.79801294075136
34005240240000,227.60118974437043
34005240270000,225.92433733326286
34005240280000,222.94055454265506
34005240300000,225.71753370135306
34005240330000,222.86299513367612
34005240360000,225.27590039909836
34005240370000,227.69849813646573
34005240450000,225.68127713474578
34005240470000,242.70886919320628
34005240520000,242.63789180139
34005240640000,246.14769153664815
34005240650000,246.2609628309395
34005240660000,246.21747716131563
34005240670000,246.17400958594962
34005240680000,247.96665706713262
34005240710000,225.86708359067708
34005240760000,248.0216820240424
34005240790000,222.17466583242353
34005240800000,247.94342249849706
34005240810000,248.07956933219864
34005240820000,248.03033083678494
34005240890000,246.1305601144456
34005240900000,246.05751144139887
34005240910000,246.10096051230866
34005240920000,246.14442769229458
34005240930000,225.15307530458307
34005240950000,227.86349919438584
34005240980000,228.023616682017
34005240990000,225.18008681221718
34005241000000,225.09471114968568
34005241030000,227.7097441207937
34005241050000,248.04399578780405
34005241060000,225.03189942627097
34005241090000,222.25298559229702
34005241110000,244.20919709525344
34005241120000,246.08712875641172
34005241130000,246.20617548185479
34005241140000,246.01408048917804
34005241230000,221.7414068271444
34005241310000,227.68001007950267
34005241390000,222.08401518509575
34005241410000,225.07935663200934
34005241510000,222.12010907571113
34005241570000,224.46452099700946
34005241610000,224.5109346012729
34005241620000,224.4408287567406
34005241640000,223.94092373480288
34005241650000,224.56422337484267
34005241660000,227.75411540235322
34005241690000,223.97245779862908
34005241730000,241.42689803862754
34005241770000,224.2370976715929
34005241780000,224.31230394062715
34005241800000,223.99768561101686
34005241810000,224.21573644774756
34005241820000,248.00349065261585
34005241860000,247.07953279125812
34005241890000,246.17147887706807
34005241920000,223.21152734061496
34005241930000,247.0508934727145
34005241950000,223.20395286554623
34005241960000,242.08693684593428
34005241970000,240.98231817159848
34005241980000,242.1735174956684
34005242000000,224.11005676890014
34005242010000,224.0856018061479
34005242040000,224.53559161896314
34005242110000,243.1415128360361
34005242120000,224.90409581151408
34005242140000,224.0937560798447
34005602810000,208.97910550628004
34005602830000,209.1290721999147
34005602880000,206.39155198541226
34005602900000,208.09001199820105
34005602910000,208.50864870768692
34005602960000,207.31207277363634
34005602970000,207.3396907831181
34005603000000,214.03616387632806
34005603040000,205.9114390249162
34005603080000,207.56145114925496
34005603140000,208.91325019767703
34005603150000,209.0009929085155
34005603160000,211.1789886294766
34005603170000,210.4560565964615
34005603180000,210.48677540793227
34005603290000,210.0537723849557
34005603320000,205.86426764612193
34005603370000,208.02106597384838
34005603420000,207.4692076664122
34005603440000,207.24219024108413
34005603450000,208.302599406254
34005603460000,206.5756534202975
34005603500000,207.33555794066953
34005603540000,214.09704762177466
34005603560000,209.58459061029455
34005603620000,208.85190162634572
34005603680000,205.01430364408571
34005603700000,207.56128760833005
34005603730000,208.8732356985678
34005603860000,208.51606802125397
34005603870000,207.9898770432408
34005603900000,206.12327307479035
34005603920000,208.01990873400305
34005603930000,208.0313657339482
34005603940000,211.24524790714523
34005603990000,208.50114178295416
34005604000000,208.9087046681143
34005604020000,207.7806767217581
34005604030000,207.9544285315569
34005604040000,205.45904776407954
34005604060000,206.00224289755306
34005604070000,207.30430441894273
34005604080000,208.8711267512893
34005604090000,207.73520182528483
34005604100000,207.22249947821658
34005604110000,207.8292657303498
34005604120000,208.88251535046172
34005604130000,208.22772588731547
34005604140000,208.89556143950315
34005604150000,209.0331272380995
34005604160000,209.66543916819234
34005604170000,209.8782122020112
34005604180000,209.60530694684994
34005604190000,209.9474066374244
34005604200000,209.20195545091352
34005604210000,209.40997596809592
34005604220000,209.70978803498934
34005604230000,209.26837913444535
34005604240000,209.43588166902936
34005604250000,208.95906467142032
34005604260000,214.35499609172106
34005604270000,215.06867846541905
34005604290000,209.8000206739685
34005604300000,209.31959512247298
34005604310000,208.2061370343045
34005604320000,207.7025267239834
34005604330000,208.18365491751064
34005604350000,209.63536143596056
34005604370000,247.65366537138647
34005604490000,245.8104541652956
34005604610000,245.25521125044443
34005604650000,244.70654012954776
34005604710000,249.65998501518573
34005604790000,252.95109483562965
34005604800000,252.16977828260502
34005604810000,251.66013958597668
34005604820000,251.91658761060984
34005604830000,251.2512597683162
34005604840000,250.71090226077337
34005604870000,249.24555605733676
34005604910000,247.40814151238774
34005604920000,246.42612758571482
34005604940000,248.79809120525778
34005604960000,245.36674652305527
34005604980000,246.78394301197594
34005605120000,248.28975936544782
34005605130000,248.2896091314336
34005605140000,248.18389327695206
34005605170000,248.32989835542216
34005230370000,244.11569907090848
34005230380000,244.37325543661603
34005230390000,244.4799474718427
34005230400000,243.07017121824404
34005230410000,243.16614759846456
34005230420000,243.26721973906757
34005230430000,243.41024925032985
34005230440000,244.03255522652148
34005231060000,239.81575640984227
34005231140000,245.1828654043418
34005231160000,245.05205882820232
34005231190000,244.54874398909885
34005231240000,244.2992007191301
34005231260000,244.78016041430823
34005231290000,244.48964961829037
34005231570000,244.25403506693092
34005205480000,242.71815080106282
34005205550000,238.9558226790445
34005205560000,243.96446210554635
34005205590000,243.20382801553185
34005205780000,235.29645110852252
34005205850000,239.4598563161479
34005205920000,243.42174065757663
34005205930000,239.92813527552252
34005205940000,239.96389129340423
34005206170000,239.53102310770373
34005206290000,243.03687458471867
34005206310000,242.22556732256402
34005206360000,244.42524538800956
34005206480000,240.03414625496694
34005206490000,240.08264104645016
34005209980000,238.7200440218755
34005210090000,238.7843885635482
34005210100000,238.7985891533278
34005210160000,243.197507801144
34005210180000,243.32815177449342
34005210210000,238.65969443787992
34005210270000,243.19967198020245
34005210290000,243.28318302302222
